Axis1,Axis2,Axis3,Steps,HR,Inclinometer Off,Inclinometer Standing,Inclinometer Sitting,Inclinometer Lying,Vector Magnitude,Day,Mag_std,Activity,n_rows,start_time,end_time
63.733333333333334,45.83870967741935,51.73170731707317,1.0769230769230769,70.86776859504133,1.0,1.0,1.0,,84.10428571428572,1.0,75.03251720937737,sitting,242,18:09:56,18:14:55
45.03125,32.28,42.04347826086956,1.0,75.31428571428572,1.0,1.0,1.0,,55.541296296296295,1.0,58.78318974390352,sitting,245,18:14:56,18:19:55
49.13636363636363,52.16,77.19463087248322,1.0416666666666667,86.2396694214876,1.0,1.0,1.0,1.0,101.82152046783625,1.0,85.83673022079836,sitting,242,18:19:56,18:24:55
48.582191780821915,45.38235294117647,77.71523178807946,1.0461538461538462,90.51428571428572,1.0,1.0,1.0,1.0,101.56871951219513,1.0,81.46549893827932,sitting,245,18:24:56,18:29:55
41.764044943820224,50.87951807228916,74.10416666666667,1.0612244897959184,80.04489795918367,1.0,1.0,1.0,1.0,96.43323809523811,1.0,67.69434437226592,sitting,245,18:29:56,18:34:55
53.321100917431195,56.76699029126213,86.07272727272728,1.0727272727272728,79.46694214876032,1.0,1.0,1.0,1.0,119.85543103448275,1.0,87.04202297020241,sitting,242,18:34:56,18:39:55
,,7.0,,68.57551020408164,1.0,,1.0,,7.0,1.0,0.0,sitting,245,18:39:56,18:44:55
66.76470588235294,56.18181818181818,76.29411764705883,1.2,68.61440677966101,,1.0,1.0,1.0,97.23047619047618,1.0,91.33836936808574,sitting,236,18:44:56,18:49:55
96.42105263157895,82.6470588235294,71.66666666666667,1.0,68.04081632653062,1.0,1.0,1.0,1.0,145.022,1.0,122.6985103658557,sitting,245,18:49:56,18:54:55
,,,,71.34347826086956,1.0,,,,,1.0,,sitting,230,18:54:56,18:59:54
,,,,70.37142857142857,1.0,,,,,1.0,,sitting,245,19:00:01,19:05:00
,,,,65.31020408163265,1.0,,,,,1.0,,sitting,245,19:05:01,19:10:00
32.0,,,1.0,74.06198347107438,1.0,1.0,,,32.0,1.0,0.0,sitting,242,19:10:01,19:15:00
40.75,42.5,60.54545454545455,1.0,72.7591836734694,1.0,1.0,1.0,,82.89363636363636,1.0,71.66172901178619,sitting,245,19:15:01,19:20:00
119.33333333333333,69.33333333333333,85.33333333333333,1.0,71.21224489795918,1.0,1.0,1.0,,164.26000000000002,1.0,108.0917742784652,sitting,245,19:20:01,19:25:00
53.0,94.0,27.333333333333332,,70.93877551020408,,1.0,1.0,1.0,75.48428571428572,1.0,85.95138257961264,sitting,245,19:25:01,19:30:00
20.0,37.333333333333336,42.09090909090909,1.0,71.6652719665272,,1.0,1.0,1.0,47.87583333333333,1.0,38.339445844181014,sitting,239,19:30:01,19:35:00
34.0,,,,69.43829787234043,1.0,1.0,1.0,1.0,34.0,1.0,0.0,sitting,235,19:35:01,19:40:00
53.659574468085104,78.12121212121212,88.44444444444444,1.173913043478261,72.97540983606558,,1.0,1.0,1.0,113.42132075471697,1.0,101.68508317233675,sitting,244,19:40:01,19:45:00
49.486486486486484,46.526315789473685,83.8,1.0285714285714285,70.55555555555556,1.0,1.0,1.0,1.0,89.65297297297298,1.0,85.45671932415799,sitting,234,19:45:01,19:49:53
51.0,22.047619047619047,52.371428571428574,1.0,69.48347107438016,1.0,1.0,1.0,1.0,67.76039215686274,1.0,91.54952209555572,sitting,242,19:50:03,19:54:59
46.3,11.0,105.5,1.0,67.93801652892562,,1.0,,1.0,68.75899999999999,1.0,65.636159157891,sleeping,242,20:00:06,20:05:05
51.05882352941177,46.5,39.125,1.0,71.48547717842324,,1.0,1.0,1.0,52.17344827586207,1.0,91.556921931805,sleeping,241,20:05:06,20:10:05
,,10.5,,70.31836734693877,,,1.0,,10.5,1.0,4.5,sleeping,245,20:10:06,20:15:05
113.5,9.5,24.666666666666668,1.0,70.81224489795919,,1.0,1.0,,84.55111111111111,1.0,65.37780670744885,sleeping,245,20:15:06,20:20:05
13.0,13.5,23.705882352941178,1.0,70.57551020408164,,1.0,1.0,,24.45722222222222,1.0,19.7564469943233,sleeping,245,20:20:06,20:25:05
56.04255319148936,61.90425531914894,65.8804347826087,1.0392156862745099,80.54918032786885,1.0,1.0,1.0,1.0,110.81979591836733,1.0,88.08706081844154,eating,244,20:30:06,20:35:05
48.24277456647399,44.4251497005988,60.138888888888886,1.0459770114942528,90.6938775510204,,1.0,1.0,1.0,88.84670050761422,1.0,73.12175711948021,eating,245,20:35:06,20:40:05
58.93785310734463,62.820809248554916,88.53072625698324,1.1142857142857143,90.56410256410257,1.0,1.0,1.0,1.0,126.32832460732983,1.0,95.56745098773189,eating,234,20:40:06,20:45:05
36.66304347826087,59.674157303370784,66.76041666666667,1.0892857142857142,88.4,1.0,1.0,1.0,1.0,99.0010576923077,1.0,71.07492492918286,eating,245,20:45:06,20:50:05
50.714285714285715,43.492063492063494,71.63235294117646,1.0909090909090908,89.71836734693878,1.0,1.0,1.0,1.0,96.8712,1.0,68.98109168866495,eating,245,20:50:06,20:55:05
44.3780487804878,27.615384615384617,54.15384615384615,1.0769230769230769,79.26382978723404,1.0,1.0,1.0,1.0,64.3388,1.0,64.66776930248948,eating,235,20:55:06,21:00:05
39.98863636363637,49.972972972972975,50.03225806451613,1.0,84.46122448979592,,1.0,1.0,1.0,72.82614173228347,1.0,67.22316193739924,eating,245,21:00:06,21:05:05
29.428571428571427,24.896103896103895,68.63432835820896,1.1,89.68571428571428,,1.0,1.0,1.0,75.88426573426572,1.0,69.01259318028737,eating,245,21:05:06,21:10:05
51.78181818181818,67.2258064516129,63.09243697478992,1.0338983050847457,84.01666666666667,1.0,1.0,1.0,1.0,94.22358778625954,1.0,83.69708797791445,eating,240,21:10:06,21:15:05
28.93617021276596,20.258064516129032,34.84905660377358,1.0666666666666667,74.03673469387755,1.0,1.0,1.0,,44.088787878787876,1.0,33.795538952296894,eating,245,21:15:06,21:20:05
106.16260162601625,129.58333333333334,111.50746268656717,1.1688311688311688,84.51428571428572,1.0,1.0,1.0,1.0,204.19155555555557,1.0,177.52305034210468,eating,245,21:20:06,21:25:05
61.795918367346935,62.32432432432432,91.42553191489361,1.08,76.49795918367347,,1.0,1.0,1.0,122.55803921568628,1.0,94.22589332357593,sleeping,245,21:30:06,21:35:05
41.25,22.125,44.625,1.0,71.38842975206612,,1.0,1.0,1.0,59.024166666666666,1.0,38.137162203973986,sleeping,242,21:35:06,21:40:05
57.89772727272727,69.234375,60.42622950819672,1.0833333333333333,83.37704918032787,,1.0,1.0,1.0,87.12375,1.0,88.04118410401747,sleeping,244,21:40:06,21:45:05
48.735449735449734,64.39473684210526,67.1842105263158,1.0957446808510638,96.2551440329218,1.0,1.0,1.0,1.0,106.61556097560977,1.0,75.96046302343139,sleeping,243,21:45:06,21:50:05
103.30555555555556,113.59509202453988,106.43093922651934,1.1559633027522935,96.10612244897959,1.0,1.0,1.0,1.0,181.70145728643217,1.0,195.47894592998094,sleeping,245,21:50:12,21:55:11
34.035714285714285,50.0,58.96774193548387,1.1,72.8931623931624,,1.0,1.0,1.0,69.79027027027027,1.0,64.62124679828447,sleeping,234,22:47:31,22:52:25
45.39473684210526,45.775,86.70247933884298,1.0588235294117647,77.99591836734695,,1.0,1.0,1.0,105.81291338582679,1.0,83.97377643828732,sleeping,245,22:52:32,22:57:31
53.41011235955056,57.90184049079755,72.93596059113301,1.108910891089109,90.7795918367347,,1.0,1.0,1.0,103.54830985915494,1.0,86.81125400290317,sleeping,245,22:57:32,23:02:31
50.68571428571428,58.3,69.45604395604396,1.0833333333333333,81.80408163265307,1.0,1.0,1.0,1.0,104.80268041237112,1.0,68.54920982069883,sleeping,245,23:02:32,23:07:31
39.46616541353384,53.036764705882355,74.12244897959184,1.0694444444444444,82.4734693877551,1.0,1.0,1.0,1.0,98.91698113207546,1.0,73.67135807726997,sleeping,245,23:07:32,23:12:31
37.17391304347826,58.01379310344828,73.28108108108108,1.05,80.50204081632653,1.0,1.0,1.0,1.0,98.85818652849741,1.0,76.7542034650941,sleeping,245,23:12:32,23:17:31
35.90909090909091,51.57692307692308,79.32727272727273,1.152542372881356,76.19183673469388,,1.0,1.0,1.0,96.29965116279071,1.0,88.21807695161522,sleeping,245,23:17:32,23:22:31
45.16447368421053,55.629139072847686,66.88541666666667,1.1764705882352942,80.19591836734693,,1.0,1.0,1.0,96.49474226804124,1.0,66.40003779176641,sleeping,245,23:22:32,23:27:31
55.69565217391305,70.59183673469387,83.90243902439025,1.169811320754717,87.2051282051282,,1.0,1.0,1.0,126.51981566820277,1.0,84.11458292588459,sleeping,234,23:27:32,23:32:31
82.95522388059702,86.73232323232324,99.16176470588235,1.096,86.62995594713657,,1.0,1.0,1.0,162.6205288461538,1.0,105.90332089298536,sleeping,227,23:32:32,23:37:31
73.34285714285714,58.69565217391305,55.52459016393443,1.0,69.43362831858407,,1.0,1.0,1.0,99.69605263157894,1.0,74.75546102352213,sleeping,226,23:37:38,23:42:37
40.73571428571429,56.351851851851855,53.095238095238095,1.1,67.1900826446281,1.0,1.0,1.0,1.0,70.72791411042945,1.0,73.4710587439005,sleeping,242,23:42:38,23:47:37
,,,,63.82127659574468,,,1.0,,,1.0,,sleeping,235,23:47:38,23:52:37
4.5,11.0,21.545454545454547,1.0,61.61924686192469,,,1.0,,22.262727272727272,1.0,15.341545549086986,sleeping,239,23:52:38,23:57:37
